assemblydist,address,boro_name,communityboard,congressionaldist,coundist,gardenname,juris,multipolygon,openhrsf,openhrsm,openhrssa,openhrssu,openhrsth,openhrstu,openhrsw,parksid,policeprecinct,statesenatedist,status,zipcode
68,2015 Lexington Avenue,Manhattan,111,13,8,Life Spire,DPR,"MULTIPOLYGON (((-73.93854902279037 40.80260208330138, -73.93835981610772 40.802522200773, -73.93833661623387 40.80255456580772, -73.93852582179565 40.80263444837315, -73.93854902279037 40.80260208330138)))",,,,,,,,M346-GT001,25,30,Active,10035
68,335 E 108th Street,Manhattan,111,13,8,Humacao Community Garden,DPR,"MULTIPOLYGON (((-73.93968582369794 40.791268913799904, -73.93953218658987 40.79120260417948, -73.93944649986419 40.79132031585806, -73.9393568469474 40.79144347341269, -73.93951123894018 40.79150874538321, -73.93968582369794 40.791268913799904)))",3:00 p.m. - 7:00 p.m.,,1:00 p.m. - 7:00 p.m.,,3:00 p.m. - 7:00 p.m.,,,M344-GT001,23,29,Active,10029
70,304 West 116th Street,Manhattan,110,13,9,Garden of Love,DPR,"MULTIPOLYGON (((-73.95606392849896 40.80453191772543, -73.95622831491741 40.80430859266121, -73.95618891865574 40.804292019326304, -73.95616858847217 40.80428346676636, -73.9561088608863 40.80425834174052, -73.95605540656489 40.80433096550367, -73.95600400177491 40.80440080207959, -73.95592522430671 40.804507816061836, -73.95592207391489 40.8045120949273, -73.95592431543892 40.80451305751687, -73.95604082975326 40.80456309949049, -73.95604094111881 40.8045631472594, -73.956044679832 40.80455806717124, -73.95606392849896 40.80453191772543)))",,,10:00 a.m. - 7:00 p.m.,10:00 a.m. - 7:00 p.m.,,,6:00 p.m. - 8.00 p.m.,M341-GT001,28,30,Active,10026
65,237 E 3rd Street,Manhattan,103,10,2,Brisas Del Caribe,DPR,"MULTIPOLYGON (((-73.98159266398763 40.722186248449255, -73.98151261296726 40.72215166956703, -73.98134309403451 40.72238394935095, -73.98142360703135 40.722417898067874, -73.98159266398763 40.722186248449255)))",,,9:00 a.m. to 2:00 p.m.,,11:00 a.m. to 4:00 p.m.,11:00 a.m. - 4:00 p.m.,11:00 a.m. to 4:00 p.m.,M334-GT001,9,27,Active,10009
74,626-27 East 5th Street,Manhattan,103,10,2,Fifth Street Slope Garden,DPR,"MULTIPOLYGON (((-73.98077545284994 40.723725423124584, -73.98084087648482 40.72375282211919, -73.98100795423049 40.72352416006011, -73.98087501852778 40.723468265054564, -73.98070781731859 40.723697097098096, -73.98077545284994 40.723725423124584)))",11:00 a.m. - 5:00 p.m.,11:00 a.m. -5:00 p.m.,11:00 a.m. - 5:00 p.m.,11:00 a.m. -5:00 p.m.,11:00 a.m. - 5:00 p.m.,11:00 a.m. - 5:00 p.m.,11:00 a.m. - 5:00 p.m.,M313A-GT001,9,27,Active,10009
70,"2078 5th Ave, New York, NY 10027",Manhattan,110,13,9,Collyer Brothers Park Garden,DPR,"MULTIPOLYGON (((-73.94092149708392 40.808517051692874, -73.94116285207723 40.80861897193373, -73.9411986029925 40.80856963026934, -73.94095712590331 40.808467879333556, -73.94092149708392 40.808517051692874)))",,,,,,,,M305-GT001,32,30,Inactive (Group Forming),10027
65,340 Pearl Street,Manhattan,101,10,1,Fishbridge Park Garden,DPR,"MULTIPOLYGON (((-74.00143470009104 40.709181258857065, -74.00148025745159 40.70921681225601, -74.00160648509608 40.70931531926332, -74.0016209297327 40.7093265916575, -74.00163644032378 40.709326536506865, -74.00164100927198 40.70932283714263, -74.00166819929568 40.70930082015842, -74.0016579095342 40.70929052926737, -74.00138872482171 40.70902131965808, -74.00138574985006 40.7090231468308, -74.00126161258908 40.70890685446167, -74.00122671644164 40.708928314917515, -74.00121032168734 40.70891326755154, -74.00117387177642 40.70893633632043, -74.00101430906385 40.70878599661645, -74.00099313871836 40.70879895245363, -74.00097556578694 40.708809705606456, -74.00098133718599 40.70881568855286, -74.00103779191996 40.708862468706464, -74.00108312640913 40.70890003400777, -74.00116856138699 40.70897052967913, -74.00117164175946 40.70897307179048, -74.00126820433424 40.70904949263604, -74.00137319884178 40.709132586986684, -74.00143470009104 40.709181258857065)))",,,6:30 a.m. - 9:30 p.m.,6:30 a.m. - 9:30 p.m.,,,,M291-GT001,1,27,Active,10038
52,134 2nd Place,Brooklyn,306,10,39,Transit Garden,BQLT,"MULTIPOLYGON (((-73.99586710385826 40.67902985731536, -73.99606991207442 40.67908968469545, -73.99611196981789 40.67900032807568, -73.9958771011588 40.67891673054557, -73.99584274729344 40.67898269919763, -73.99584126832345 40.67898935664752, -73.99584115671514 40.67899610689982, -73.99584241366176 40.679002790563516, -73.99584501078556 40.679009246445474, -73.99584888540568 40.679015319654745, -73.99585394408676 40.67902086520516, -73.99586006500421 40.67902574981593, -73.99586710385826 40.67902985731536)))",,,,,,,,BGT178,76,26,Not GreenThumb,11231
53,143 Stockholm St,Brooklyn,304,7,37,Stockholm Street Garden,NYPD (DPR),"MULTIPOLYGON (((-73.92390728827016 40.69895119257164, -73.92361087653394 40.69878422309929, -73.9234468001057 40.69895245950417, -73.92374246014637 40.69911900655683, -73.92390728827016 40.69895119257164)))",,,,,,,,BGT173,83,18,Active,11221
68,236-242 East 124th Street,Manhattan,111,13,8,Carver Community Garden,MLT,"MULTIPOLYGON (((-73.93494773782069 40.802039617754666, -73.93492656888401 40.80203066655184, -73.93486583274499 40.80200498693545, -73.9348318814615 40.80199063090029, -73.93473719415472 40.80195059336977, -73.93469457784244 40.80200886484706, -73.93464829596941 40.80207215181116, -73.93460315791945 40.80213387163606, -73.93456050695693 40.80219219347054, -73.93459481271607 40.80220764749463, -73.93465453711114 40.80223312856962, -73.934749025416 40.802273439805155, -73.93477425966846 40.802284206045144, -73.93481825942186 40.80230297752282, -73.93484386863679 40.802313264894025, -73.93493903585957 40.802351495303554, -73.9349432031812 40.80235316988223, -73.9351153020451 40.8021104689107, -73.93510103895245 40.80210443834355, -73.93503692318018 40.80207732782283, -73.93502125641858 40.80207070392634, -73.93494773782069 40.802039617754666)))",,,,,,,,MGT008,25,30,Active,10035
71,1656 Amsterdam Avenue,Manhattan,109,13,7,Hope Steven Garden,MLT,"MULTIPOLYGON (((-73.94950280268341 40.82360974554713, -73.94910855004233 40.823433356887385, -73.94905574730238 40.82350271768034, -73.94941837414044 40.82365930245291, -73.94950280268341 40.82360974554713)))",,,,,,,,MGT003,30,30,Active,10031
68,421 East 117th Street,Manhattan,111,13,8,Home Depot Children's Garden,NYRP,"MULTIPOLYGON (((-73.9337559116755 40.79660284044561, -73.93379517583918 40.79661933404807, -73.93397072806303 40.796380962556036, -73.93391073767212 40.79635564123644, -73.93373511648187 40.796594105349996, -73.9337559116755 40.79660284044561)))",,,,,,,,MGT002,25,29,Active,10035
70,126 West 134th Street,Manhattan,110,13,9,Harlem Grown 134th Street Green House,DPR,"MULTIPOLYGON (((-73.94305986471204 40.81405411752612, -73.9430625463693 40.814056147670925, -73.94322616151315 40.81383893834694, -73.94314569535622 40.8138044285577, -73.94298744508079 40.81402366834175, -73.94305986471204 40.81405411752612)))",10:00 a.m. - 2:00 p.m.,,10:00 a.m. - 2:00 p.m.,,10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,M406-GT001,32,30,Active,10030
65,131 Stanton Street,Manhattan,103,10,1,Children's Magical Garden,DPR,"MULTIPOLYGON (((-73.98667284227174 40.72068091026657, -73.98657886413281 40.72065345001472, -73.98633747963909 40.72058291712035, -73.9862689922135 40.72070658406807, -73.98627083694778 40.720708884189655, -73.9862733244474 40.72071080167133, -73.9862763245392 40.72071223383929, -73.98628051768397 40.720713667950356, -73.98660932420776 40.72080974511447, -73.98667284227174 40.72068091026657)))",2:00 p.m. - 5:00 p.m.,2:00 p.m. - 5:00 p.m.,2:00 p.m. - 5:00 p.m.,2:00 p.m. - 5:00 p.m.,2:00 p.m. - 5:00 p.m.,2:00 p.m. - 5:00 p.m.,2:00 p.m. - 5:00 p.m.,M396-GT001,7,27,Active,10002
68,102 East 122nd Street,Manhattan,111,13,9,El Barrio Garden of Angels,DPR,"MULTIPOLYGON (((-73.94009774446536 40.802578332870056, -73.94001049689582 40.80254168311546, -73.93983935077577 40.80277802894085, -73.93992402478726 40.802813206967485, -73.93992682162872 40.802814369168225, -73.94009774446536 40.802578332870056)))",,,11:00a - 5:00p,11:00a - 5:00p,,,,M388-GT001,25,30,Active,10035
70,145 St. Nicholas Avenue,Manhattan,110,13,9,Carrie McCracken TRUCE Garden,DPR,"MULTIPOLYGON (((-73.95319277190117 40.80472300363471, -73.95328213548977 40.80460090435554, -73.95319167643285 40.804563558201515, -73.95290094955503 40.80444208228651, -73.95288838082747 40.80443682994502, -73.95290071178422 40.80459890582961, -73.95319277190117 40.80472300363471)))",,,,,,,,M387-GT001,28,30,Active,10026
71,300 W 152nd Street,Manhattan,110,13,9,Frederick Douglass Boulevard Community Garden,DPR,"MULTIPOLYGON (((-73.93920276779414 40.827294384869646, -73.93894305187476 40.82718417289788, -73.9389314375171 40.8271792491426, -73.93887987310808 40.827249846777875, -73.93911913339407 40.82735001747533, -73.93915174891781 40.827363672691845, -73.93915195511251 40.82736375924821, -73.93916001222117 40.82735275944579, -73.93920276779414 40.827294384869646)))",11:30 a.m. - 5:30 p.m.,,12:00 p.m. - 6:00 p.m.,,11:30 a.m. - 5:30 p.m.,11:30 a.m. - 5:30 p.m.,11:30 a.m. - 5:30 p.m.,M377-GT001,32,30,Active,10039
69,76 W. 105th Street,Manhattan,107,13,7,La Perla Community Garden,DPR/MLT,"MULTIPOLYGON (((-73.96328213564786 40.7981038979903, -73.96324214187145 40.7980870386987, -73.96318569996536 40.7980632447974, -73.96312431441787 40.79803736733201, -73.96293716503752 40.79829994159198, -73.96299853059597 40.79832584436349, -73.96305495605483 40.79834966266365, -73.96310535859885 40.798370938699414, -73.96329256324974 40.79810828944559, -73.96328213564786 40.7981038979903)))",2:00 p.m. - 5:00 p.m.,2:00 p.m. - 5:00 p.m.,12:00 p.m. - 4:00 p.m.,2:00 p.m. - 4:00 p.m.,2:00 p.m. - 5:00 p.m.,2:00 p.m. - 5:00 p.m.,2:00 p.m. - 5:00 p.m.,M373-GT001,24,30,Active,10025
70,75 West 124th Street,Manhattan,110,13,9,West 124th Street Community Garden,DPR,"MULTIPOLYGON (((-73.94539222549962 40.80694064571186, -73.94533052124264 40.80691455154266, -73.9452675683535 40.80688793085654, -73.9450871400916 40.80713513090211, -73.94515009314163 40.80716175258625, -73.94521179755705 40.80718784685096, -73.94525901864091 40.80712314956867, -73.94539222549962 40.80694064571186)))",,,,,,,,M362-GT001,28,30,Active,10027
74,209 Avenue B,Manhattan,103,10,2,Relaxation Garden,DPR,"MULTIPOLYGON (((-73.97820077461019 40.72851017293303, -73.97849876413822 40.72863406871928, -73.97854761219483 40.728566482045416, -73.97824962169392 40.72844258818525, -73.97820077461019 40.72851017293303)))",,,,,,,,M352-GT001,9,27,Closed (Construction),10009
72,457 West 162nd Street,Manhattan,112,13,10,Morris Jumel Community Garden,DPR,"MULTIPOLYGON (((-73.93928783168182 40.83564112721246, -73.93916773215197 40.835590575025066, -73.93895488469579 40.83587730235307, -73.9390086039694 40.835899941279294, -73.93907494897125 40.83592789976556, -73.93928783168182 40.83564112721246)))",,,12:00 p.m. - 5:00 p.m.,12:00 p.m. - 5:00 p.m.,,5:00 p.m. - 7:00 p.m.,,M348-GT001,33,31,Active,10032
70,123 West 137th Street,Manhattan,110,13,9,Elizabeth Langley Memorial Garden,DPR,"MULTIPOLYGON (((-73.94120615330576 40.81603489420312, -73.94115771945782 40.81601450205342, -73.94104909841221 40.81597663379691, -73.9408762841348 40.816210784400006, -73.94103487466855 40.81627941324659, -73.94120615330576 40.81603489420312)))",,,11:00 a.m. - 4:00 p.m.,,9:30 a.m.- 1:30 p.m.,9:30 a.m.- 1:30 p.m.,,M340-GT001,32,30,Active,10030
74,313 E 8th Street,Manhattan,103,10,2,De Colores Community Yard & Cultural Center,DPR,"MULTIPOLYGON (((-73.97967744772207 40.72553721211601, -73.97974056004357 40.72556378285254, -73.97986547916527 40.725393885005246, -73.97980236932386 40.72536730893396, -73.97973756355526 40.72534001932632, -73.97961263828728 40.725509926040125, -73.97967744772207 40.72553721211601)))",,,12:00 p.m. - 5:00 p.m.,12:00 p.m. - 5:00 p.m.,,,,M336-GT001,9,27,Active,10009
70,116 West 134th Street,Manhattan,110,13,9,Harlem Grown 134th Street Farm,DPR,"MULTIPOLYGON (((-73.94289496874558 40.8140057405004, -73.94290386973948 40.81399767014907, -73.94307542374027 40.81375858648405, -73.94307103756533 40.8137567373983, -73.94297462589653 40.813716097133096, -73.94286245875163 40.813668815916294, -73.94276691461715 40.813628540608086, -73.9427285671402 40.81361237654824, -73.94255889256395 40.81385225217686, -73.94255320307522 40.81386224756431, -73.94289496874558 40.8140057405004)))",10:00 a.m. - 2:00 p.m.,,10:00 a.m. - 2:00 p.m.,,10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,M297-GT001,32,30,Active,10030
70,108 West 132nd Street,Manhattan,110,13,9,West 132nd Street Garden,DPR,"MULTIPOLYGON (((-73.94311807812622 40.812140263178584, -73.9429339026991 40.812394151204884, -73.9431721852527 40.812494351999085, -73.94335635886377 40.81224046269519, -73.9433108511529 40.8122213263665, -73.94325775964698 40.81219900032715, -73.94319914944137 40.8121743554647, -73.94314131057564 40.81215003333087, -73.94311807812622 40.812140263178584)))",12:00p - 7:00p,,12:00p - 7:00p,12:00p - 7:00p,,,,M296-GT001,32,30,Active,10027
70,128 West 127th Street,Manhattan,110,13,9,Harlem Grown 127th Street Learning Annex,DPR,"MULTIPOLYGON (((-73.94597694244223 40.80958808047778, -73.94615505472983 40.8093452238574, -73.94611021051833 40.80932631135705, -73.94593205896558 40.809569219218865, -73.94597694244223 40.80958808047778)))",10:00 a.m. - 2:00 p.m.,,10:00 a.m. - 2:00 p.m.,,10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,10:00 a.m. - 2:00 p.m.,M409-GT001,28,30,Active,10027
68,1665 Park Avenue,Manhattan,111,13,8,Lydia's Magic Garden (El Girasol Magic Garden),DPR,"MULTIPOLYGON (((-73.94239014489527 40.80008754544822, -73.94218005817505 40.79999880951254, -73.94216958429698 40.79999438550803, -73.94210294336213 40.799966237565194, -73.94201934369326 40.800081340597664, -73.94209616364269 40.80011378818323, -73.94230650411055 40.80020263155647, -73.94239014489527 40.80008754544822)))",,,9:00 a.m. - 4:00 p.m.,10:00 p.m. - 4:00 p.m.,4:00 p.m. - 6:00 p.m.,4:00 p.m. - 6:00 p.m.,7:30 a.m. - 9:00 a.m. & 4:00 p.m. - 6:00 p.m.,M401-GT001,25,30,Active,10035
68,1659 Madison Avenue,Manhattan,111,13,8,Pueblo Unido,DPR,"MULTIPOLYGON (((-73.9469378211921 40.79636329017885, -73.94724522871344 40.796493363504176, -73.94728825013924 40.7964348786126, -73.94704756382791 40.79633303612492, -73.9469809600738 40.796304853181276, -73.94698084398958 40.796304804500856, -73.9469378211921 40.79636329017885)))",11:00a - 1:00p,10:00a - 12:00p,3:00p - 5:00p,,,10:00a - 11:00p,12:00p - 1:00p,M384-GT001,23,29,Inactive (No Group),10029
70,303 W 126th Street,Manhattan,110,13,9,Clayton Williams Garden,DPR/MLT,"MULTIPOLYGON (((-73.95119016351316 40.81113224772584, -73.95112445163075 40.81110489338406, -73.95111643151657 40.811101555440835, -73.95110858675862 40.811098289611216, -73.95109104061694 40.811090985436245, -73.95101287626893 40.81105844788557, -73.95078996759133 40.810965826816, -73.95078476747358 40.810973171757226, -73.95075938973869 40.811009023242896, -73.95073809486267 40.811038600898925, -73.95106249371436 40.81117530583238, -73.95101794250101 40.81123621908923, -73.95097338764324 40.81129714223221, -73.95093143327794 40.81135450769742, -73.9510049554755 40.811385490871004, -73.95118358739465 40.811141240013036, -73.95119016351316 40.81113224772584)))",12:00p- 2:00p ; 5:30p - 7:30p,9:00a - 11:00a ; 2:00p - 3:00p,12:00p - 1:00p,3:00p - 4:00p,10:30a - 1:00p,12:00p - 1:00p,10:00a - 2:00p,M374-GT001,28,30,Active,10027
70,203 W. 120th Street,Manhattan,110,13,9,Harlem Roots Community Garden,DPR,"MULTIPOLYGON (((-73.95097672415767 40.80632973444147, -73.95105906860884 40.80636405590481, -73.95123485414985 40.80612345778959, -73.95115251227523 40.806089137351975, -73.95097672415767 40.80632973444147)))",,,,,,,,M356-GT001,28,30,Active,10027
70,219 W. 122nd Street,Manhattan,110,13,9,Joseph Daniel Wilson Memorial Gardens,DPR,"MULTIPOLYGON (((-73.95068213515991 40.80751945432169, -73.95064109627867 40.807502221933746, -73.9506046803461 40.80748693118517, -73.95042032246141 40.807740699792085, -73.95045673137162 40.80775600140121, -73.95049777036222 40.80777323295359, -73.95050794866883 40.80777749577949, -73.95053444589063 40.80778863190635, -73.95055885557458 40.80779888194211, -73.95057364616738 40.80780509181619, -73.95075800957751 40.8075513148648, -73.9507188094053 40.80753485411642, -73.95068213515991 40.80751945432169)))",,,10:00 a.m. - 7:00 p.m.,10:00 a.m. - 7:00 p.m.,10:00 a.m. - 7:00 p.m.,,,M351-GT001,28,30,Active,10027
74,520 East 13th Street,Manhattan,103,12,2,Dias Y Flores,DPR,"MULTIPOLYGON (((-73.98010990824021 40.72899320199237, -73.98002874884347 40.72895895240697, -73.97995270614703 40.72892686217429, -73.97977199782912 40.72917653171079, -73.97979039320009 40.72918390650441, -73.97984894192213 40.72920737861697, -73.97985084868863 40.72920814348249, -73.97985443494375 40.72920967587509, -73.97992846807212 40.72924130025813, -73.97992989665755 40.72924191105197, -73.98010990824021 40.72899320199237)))",,,12:00 p.m. - 5:00 p.m.,12:00 p.m. - 5:00 p.m.,,12:00 p.m. - 2:30 p.m.,12:00 p.m. - 2:30 p.m.,M337-GT001,9,27,Active,10009
71,321 W 152nd Street,Manhattan,110,13,9,Bradhurst Community Garden of Love,DPR,"MULTIPOLYGON (((-73.93951043703012 40.82768922386976, -73.9391985262859 40.82755499769705, -73.93919634822079 40.827554060033506, -73.93912848337362 40.82764667529553, -73.93944392744012 40.82777929612685, -73.93951043703012 40.82768922386976)))",,,,,,,,M333-GT001,32,30,Active,10039
74,293 East 4th Street,Manhattan,103,10,2,Secret Garden,DPR,"MULTIPOLYGON (((-73.98023261302485 40.72240368422086, -73.98019077994753 40.72246140869178, -73.9804810068557 40.722583922139854, -73.98052283975848 40.722526197564434, -73.98023261302485 40.72240368422086)))",10:00 a.m. - 12:00 p.m.,10:00 a.m. - 12:00 p.m.,10:00 a.m. - 3:00 p.m.,10:00 a.m. - 3:00 p.m.,10:00 a.m. - 12:00 p.m.,10:00 a.m. - 12:00 p.m.,10:00 a.m. - 12:00 p.m.,M332-GT001,9,27,Active,10009
74,360 East 8th Street,Manhattan,103,10,2,Fireman's Memorial Garden,DPR,"MULTIPOLYGON (((-73.978013424662 40.724121560834, -73.9780099452282 40.72412009774252, -73.97794023705924 40.724090764727435, -73.97786434453097 40.72419292464259, -73.97776205372425 40.72433152752166, -73.97783208397395 40.72436099668252, -73.97799625345205 40.724430079219694, -73.97817411311355 40.724189180028105, -73.97817350361983 40.724188923267434, -73.97809457598174 40.724155710104725, -73.978013424662 40.724121560834)))",12:00 p.m. - 4:00 p.m.,,10:00 a.m. - 6:00 p.m.,10:00 a.m. - 6:00 p.m.,12:00 p.m. - 4:00 p.m.,,,M310-GT001,9,27,Active,10009
74,84 Avenue B,Manhattan,103,10,2,6th Street & Avenue B Garden,DPR,"MULTIPOLYGON (((-73.98239309332045 40.724181569170845, -73.98206914998069 40.72405216913076, -73.98205676099424 40.72406895989715, -73.98201762609284 40.72412187671988, -73.9819836442401 40.7241678270954, -73.98195695153807 40.72420392162912, -73.98194208659302 40.724224021366226, -73.98190809753152 40.7242699816233, -73.98188948019711 40.72429515603374, -73.98177680347048 40.724448570616396, -73.98177524844814 40.72445182030798, -73.98177448169339 40.724455230414925, -73.98177452099189 40.72445868837652, -73.98177536992416 40.72446208613208, -73.98177647249031 40.72446426824035, -73.98177700129624 40.724465314715765, -73.98177936187221 40.72446827056053, -73.98178237592435 40.724470859100855, -73.98178594878267 40.72447299927596, -73.98178996446879 40.72447461992719, -73.9819332838504 40.724538239165355, -73.98198332411593 40.72455949091858, -73.98208934008817 40.72460451490768, -73.98209425764196 40.724597666399696, -73.98221550763485 40.724428838818085, -73.98226398898778 40.72436133512124, -73.98239309332045 40.724181569170845)))",,,1:00 p.m. - 6:00 p.m.,1:00 p.m. - 6:00 p.m.,,,,M293-GT001,9,27,Active,10009
53,131 Moore street,Brooklyn,301,7,34,Hylan Garden - Hylan Houses (NYCHA),NYCHA,"MULTIPOLYGON (((-73.9402683565752 40.70419532612943, -73.94033855944161 40.70418942726534, -73.94034412961676 40.70419027753396, -73.94033856703102 40.70418094714957, -73.94041949570818 40.70417318613355, -73.94040399978326 40.704072081252, -73.94025062791523 40.7040850816748, -73.9402683565752 40.70419532612943)))",,,,,,,,BGT167,90,18,Not GreenThumb,11206
56,109 Lewis Avenue Brooklyn NY 11206,Brooklyn,303,8,36,Senior Garden - Roosevelt Houses (NYCHA ),NYCHA,"MULTIPOLYGON (((-73.93683183636479 40.69344983581362, -73.9368450686717 40.69352549157644, -73.9367259917803 40.693657661108944, -73.93662659772332 40.6936641585525, -73.93662185503891 40.69371478638624, -73.93662262857816 40.69372372170259, -73.93663984172804 40.69372730441624, -73.93705152438406 40.69367749602394, -73.93700012524201 40.69341240188001, -73.93698605102266 40.69339869466927, -73.93697196785783 40.6933957080601, -73.93683183636479 40.69344983581362)))",9:00 am - 12:00 Pm,9:00 am - 12:00 Pm,9:00 am - 12:00 Pm,Close,9:00 am - 12:00 Pm,9:00 am - 12:00 Pm,close,BGT165,81,25,Active,11206
56,354 STUYVESANT AVENUE,Brooklyn,303,8,36,Mt. Lebanon Baptist Church,PRI,"MULTIPOLYGON (((-73.93209614223125 40.68255713927626, -73.93210846083063 40.682616593097876, -73.93246874648526 40.682574491741605, -73.93245642757336 40.682515037057755, -73.93209614223125 40.68255713927626)))",,,,,,,,BGT129,81,25,Not GreenThumb,11233
35,25-16 McIntosh Street,Queens,403,14,21,McIntosh Neighborhood Association Garden,BQLT,"MULTIPOLYGON (((-73.86958335121194 40.76394590692085, -73.86958115029037 40.763933405418065, -73.86936918299493 40.76405232641423, -73.8695662482699 40.764257199381824, -73.86956660758263 40.76425757349821, -73.86957286278464 40.76425666296515, -73.86959770119822 40.764243948034114, -73.86960610198986 40.76423964682456, -73.86962777379459 40.764228552814245, -73.86963227190415 40.76422375641109, -73.86960174224603 40.76405036382047, -73.86959688239452 40.764022762340275, -73.86958725758683 40.763968095286835, -73.86958335121194 40.76394590692085)))",,,,,,,,QGT008,115,13,Active,11369
35,33-12 112th Street,Queens,403,14,21,Malcolm X Garden,BQLT,"MULTIPOLYGON (((-73.85754319409068 40.75764843786534, -73.85768051989103 40.757909555373956, -73.85776044381134 40.757898336525805, -73.85761829969368 40.75762804870592, -73.85754319409068 40.75764843786534)))",,,,,,,,QGT007,115,13,Active,11368
32,144-29 Lakewood Avenue,Queens,412,5,28,Back To Eden Community Garden,BQLT,"MULTIPOLYGON (((-73.80380367280186 40.68956141089283, -73.80375013920745 40.689524465112804, -73.80365125095742 40.68964406049495, -73.80367603252711 40.68966116304145, -73.80380367280186 40.68956141089283)))",,,,,,,,QGT003,103,10,Active,11435
29,189-22 Linden Boulevard,Queens,412,5,27,189-22 Linden Boulevard Garden,DPR,"MULTIPOLYGON (((-73.76198850345946 40.69163800904789, -73.76188163103468 40.69141360891592, -73.76185346621621 40.691421418447874, -73.76179247776055 40.691438326392635, -73.76171162951685 40.69146074126678, -73.76181855664375 40.6916852551346, -73.76198850345946 40.69163800904789)))",,,,,,,,Q512-GT001,113,14,Inactive (No Group),11412
23,30-15 Seagirt Boulevard,Queens,414,5,31,Community Serenity Garden,DPR,"MULTIPOLYGON (((-73.76342892065779 40.59546533401364, -73.76349644604088 40.59574297277486, -73.76374534772488 40.595715805293786, -73.76369487859691 40.59543964709907, -73.76342892065779 40.59546533401364)))",9:00 a.m. to 6:00 p.m.,,8:00 a.m. to 2:00 p.m.,,9:00 a.m. to 4:00 p.m.,9:00 a.m. to 2:30 p.m.,,Q505-GT001,101,10,Active,11691
35,33-28 97th Street,Queens,403,14,21,97th Street Community Garden,DPR,"MULTIPOLYGON (((-73.87161937918967 40.75616277962383, -73.87160893064787 40.756103291349525, -73.87160743366034 40.75609476278838, -73.87124997705347 40.75613289378088, -73.87124577577578 40.75613334203977, -73.87125868641114 40.75620118709417, -73.87125869930695 40.75620125464656, -73.87126192104036 40.75620091065171, -73.87161937918967 40.75616277962383)))",3:00 a.m. to 5:00 a.m.,3:00 a.m. to 5:00 a.m.,8:00 a.m. to 1:00 p.m.,8:00 a.m. to 1:00 p.m.,3:00 a.m. to 5:00 a.m.,3:00 a.m. to 5:00 a.m.,3:00 a.m. to 5:00 a.m.,Q495-GT001,115,13,Active,11368
36,35-38 35 STREET,Queens,401,7,26,Astoria Residents Reclaiming Our World (ARROW),DPR,"MULTIPOLYGON (((-73.92626188905771 40.75594689753897, -73.92605643790957 40.7558508989258, -73.92601453652284 40.755902534023555, -73.9262201179682 40.75599859132701, -73.92626188905771 40.75594689753897)))",,,,,,,,Q470-GT001,114,59,Not GreenThumb,11106
29,17850 LINDEN BOULEVARD,Queens,412,5,27,Roy Wilkins Community Garden,DPR,"MULTIPOLYGON (((-73.77188418812491 40.68989363947328, -73.77207554035995 40.68977250475369, -73.7721946881984 40.689713175123444, -73.77229813671268 40.689668110003666, -73.77244863351864 40.689594546438585, -73.77283746421192 40.689390409353464, -73.77265952801757 40.689249483771604, -73.77254717027046 40.68915395650315, -73.77203846671595 40.68871454792305, -73.7718341215294 40.688538135207274, -73.77167332557515 40.68839931775038, -73.77150496479892 40.6882059911899, -73.77115950979687 40.687831024857104, -73.77112451557377 40.687793041714365, -73.77086377949965 40.687941294475564, -73.77036869650485 40.68822279064778, -73.77039623446436 40.68840630692368, -73.7704586469969 40.68846123236485, -73.77077667567005 40.688821641527824, -73.77082176311238 40.688873589369, -73.77103409440207 40.68911823028394, -73.77108533331952 40.6891772665161, -73.7713722386393 40.68948757758326, -73.77157509846137 40.6896619115559, -73.77169992792511 40.68977176020756, -73.77188418812491 40.68989363947328)), ((-73.77415343104512 40.68844022261039, -73.77395877008024 40.688534237941575, -73.77429443115047 40.68907524440974, -73.77455704371172 40.6889816110984, -73.77456177915421 40.688979922901986, -73.77459410223993 40.688969284482546, -73.77454489590085 40.688932428113304, -73.77452488642098 40.68890298344957, -73.77482364253608 40.68847769623096, -73.77481295852256 40.68847074765213, -73.77469071639406 40.688391240424515, -73.77437509118263 40.68842493170276, -73.774288370411 40.68841684430136, -73.77421922908958 40.68842033774798, -73.77415343104512 40.68844022261039)))",,,,,,,,Q448-GT002,113,14,Not GreenThumb,11434
69,550 West 125 Street,Manhattan,109,13,7,Arboretum Community Garden - Grant Houses (NYCHA),NYCHA,"MULTIPOLYGON (((-73.95732609934782 40.81372140077777, -73.9573054075072 40.81374533013612, -73.95696660433424 40.8139142617347, -73.95703841870954 40.8140070460369, -73.95705712975263 40.814000319989546, -73.95706500666002 40.81399882719715, -73.95709947484472 40.81398761893136, -73.95726197919969 40.81391137925028, -73.95737721738182 40.81384559465888, -73.95743139472278 40.8138067158939, -73.95745996914803 40.81377231663856, -73.9574668775692 40.81374688554214, -73.95734383781401 40.81369522538322, -73.95732609934782 40.81372140077777)))",Close,Close,1:00 PM- 3:30 PM,1:00 PM- 3:30 PM,9:00AM- 11:00  AM,9:00 AM - 11:00AM,close,MGT095,26,30,Active,10027
