assemblydist,address,boro_name,communityboard,congressionaldist,coundist,gardenname,juris,multipolygon,openhrsf,openhrsm,openhrssa,openhrssu,openhrsth,openhrstu,openhrsw,parksid,policeprecinct,statesenatedist,status,zipcode
30,"41-38 69th St, Flushing, NY 11377",Queens,402,6,26,Queens New Roots (West),DOT,"MULTIPOLYGON (((-73.89586070593516 40.74313564659162, -73.89586108088915 40.74313739751718, -73.89586122194228 40.74313805321417, -73.89586167094949 40.74314014820057, -73.8958617861394 40.74314068590767, -73.89586239382862 40.743143520354224, -73.89586455305377 40.743153598985295, -73.89586493153169 40.74315536792413, -73.89586518731188 40.743156857594784, -73.89587132134915 40.74319257996897, -73.89588035110451 40.743245172365874, -73.89588080282905 40.74324780225609, -73.89588157251846 40.74325228477758, -73.89588192216249 40.74325432204155, -73.89588342046676 40.74326305381598, -73.89588398482677 40.743266341178405, -73.895884482309 40.74326923856062, -73.89589394856665 40.74332436627903, -73.89589754593024 40.74334531983665, -73.89590259468778 40.74337472236643, -73.89590285634031 40.74337624356001, -73.89590306634905 40.743377475644, -73.89590312268093 40.74337779537508, -73.89590338198096 40.74337930666096, -73.8959036436293 40.74338083055604, -73.89590391466228 40.74338241029108, -73.89590416575042 40.74338387294212, -73.89590442388058 40.74338537522186, -73.89590467261769 40.74338682706468, -73.89590492957372 40.7433883230398, -73.89590536370076 40.74339085025606, -73.89605334860481 40.74326905790334, -73.8958602028576 40.74313330031472, -73.89586070593516 40.74313564659162)))",,,,,,,,QGT026,108,12,Active,11377
26,253-15 Pembroke Avenue,Queens,411,3,19,Pembroke/Van Nostrand Court Garden,NYRP,"MULTIPOLYGON (((-73.73417696266385 40.770736831716306, -73.73403331334306 40.7707066907198, -73.73386265174325 40.77089508982229, -73.73398890842249 40.770955782012, -73.73417696266385 40.770736831716306)))",7:00a - 7:00p,7:00a - 7:00p,7:00a - 7:00p,7:00a - 7:00p,7:00a - 7:00p,7:00a - 7:00p,7:00a - 7:00p,QGT015,111,11,Active,11362
86,2242 Creston Avenue,Bronx,205,15,14,Creston Jungle Playground,NYRP,"MULTIPOLYGON (((-73.90116785460802 40.856639046762176, -73.90143099592954 40.856730135945035, -73.90146737594858 40.8566689714406, -73.90108241793077 40.85653571331352, -73.90104603644461 40.856596877696916, -73.90116785460802 40.856639046762176)))",,,,,,,,XGT023,46,33,Active,10453
78,2980 Bainbridge Avenue,Bronx,207,13,11,Bainbridge Garden,BLT,"MULTIPOLYGON (((-73.884166478695 40.87097823535988, -73.88393011878081 40.870781800189086, -73.88383910592489 40.870850883284824, -73.88407084490751 40.8710434770133, -73.88408268206712 40.871053315041706, -73.8841767261963 40.870986752566466, -73.884166478695 40.87097823535988)))",11 a.m. to 5 p.m.,,11 a.m. to 5 p.m.,,,,,XGT019,52,33,Active,10458
79,668 St. Ann's Avenue,Bronx,201,15,17,Magnolia Tree Community Garden,DPR,"MULTIPOLYGON (((-73.91110273250362 40.81723264770511, -73.91120176632774 40.81725079339245, -73.91128108007604 40.81727001882724, -73.91130609920306 40.817209719176226, -73.91111543101371 40.817188883429004, -73.91111085364396 40.817204660212006, -73.91110273250362 40.81723264770511)))",,,,,,,,X345-GT001,40,29,Active,10455
78,2502 Davidson Avenue,Bronx,207,13,14,New Beginnings Community Garden,DPR,"MULTIPOLYGON (((-73.90064951635848 40.86419509373564, -73.90095904120571 40.864338772770196, -73.90104824256181 40.86422161811254, -73.90073404137982 40.8640825394965, -73.90064951635848 40.86419509373564)))",9:00 a.m. to 5:00 p.m.,9:00 a.m. to 5:00 p.m.,9:00 a.m. to 5:00 p.m.,,9:00 a.m. to 5:00 p.m.,9:00 a.m. to 5:00 p.m.,9:00 a.m. to 5:00 p.m.,X343-GT001,52,31,Active,10468
79,1311 Bristow Street,Bronx,203,15,17,Cordelia’s Garden,DPR,"MULTIPOLYGON (((-73.89485338423626 40.83110393287578, -73.89523196198627 40.83107161015007, -73.89527460834117 40.83106796856022, -73.89527093016756 40.831047261934046, -73.89526045385568 40.83098827988685, -73.89524113589538 40.830879515831825, -73.89523969048118 40.830879664901545, -73.89519861892033 40.83088388692804, -73.89482257638844 40.83092254503968, -73.89482356535552 40.830928404563785, -73.89482815386204 40.83096187475427, -73.89484036995685 40.83105099620273, -73.89484769283322 40.831104418456505, -73.89485338423626 40.83110393287578)))",,,,,,,,X340-GT001,42,32,Active,10459
85,1768 Bryant Avenue,Bronx,203,14,17,Bronx Sunshine Garden,DPR,"MULTIPOLYGON (((-73.88480167715466 40.836801633944134, -73.8848323963603 40.83674742153513, -73.88482391898623 40.836744669263034, -73.88484331284874 40.83671716051119, -73.88486427559734 40.83668194869107, -73.8846835940108 40.836620040182666, -73.88453285031353 40.836568390083514, -73.8845285251959 40.836566953967115, -73.88450150540218 40.8366141317364, -73.8844946220076 40.83662615094758, -73.88445869774085 40.83668846610643, -73.88480167715466 40.836801633944134)))",Noon to 5 p.m.,10 a.m. 2 p.m.,11 a.m. 4 p.m.,11 a.m. 4 p.m.,10 a.m. 1 p.m.,10 a.m. 1 p.m.,10 a.m. 1 p.m.,X339-GT001,42,32,Active,10460
79,1058 Cauldwell Ave,Bronx,203,15,17,Franklin Memorial Garden,DPR,"MULTIPOLYGON (((-73.90552548707821 40.82628341572959, -73.90551456539913 40.826280916910456, -73.9051531312763 40.82619822843555, -73.9050762625875 40.826180642437805, -73.90505501105854 40.826231988325745, -73.90505397494762 40.82623449265213, -73.90503442327201 40.82628173187335, -73.90503333957781 40.82628435052332, -73.90547075203959 40.82638677571154, -73.90548118066214 40.826389217399395, -73.90548141621277 40.826388634071186, -73.90549304856017 40.82635985745479, -73.90552347810949 40.826288149791345, -73.90552548707821 40.82628341572959)))",,2:00 p.m. - 5:00 p.m.,10:00 a.m. - 4:00 p.m.,12:00 p.m. - 4:00 p.m.,,,,X318-GT001,42,32,Active,10456
79,379 East 159th Street,Bronx,203,15,17,159th Street Community Garden,DPR,"MULTIPOLYGON (((-73.91480894628248 40.82340076873293, -73.91505638387115 40.82347821834328, -73.9151926116871 40.823221378238266, -73.91494517371068 40.823143928015575, -73.91480894628248 40.82340076873293)))",4:00 p.m. - 7:00 p.m.,4:00 p.m. - 7:00 p.m.,11:00 a.m. - 7:00 p.m.,11:00 a.m. - 7:00 p.m.,4:00 p.m. - 7:00 p.m.,4:00 p.m. - 7:00 p.m.,4:00 p.m. - 7:00 p.m.,X317-GT001,42,32,Active,10451
84,625 Wales Avenue,Bronx,201,15,8,Isla Verde Garden,DPR,"MULTIPOLYGON (((-73.90704310989862 40.814882676374424, -73.90704411041905 40.81488001531042, -73.90691309105718 40.814852575903366, -73.90667489889316 40.81479937196143, -73.90662905613371 40.81492223925035, -73.90661105255664 40.81497253906713, -73.90698150572233 40.815046551455225, -73.90699277085416 40.81501658568294, -73.90704310989862 40.814882676374424)))",3:00 p.m. - 8:00 p.m.,3:00 p.m. - 8:00 p.m.,3:00 p.m. - 8:00 p.m.,3:00 p.m. - 8:00 p.m.,3:00 p.m. - 8:00 p.m.,3:00 p.m. - 8:00 p.m.,3:00 p.m. - 8:00 p.m.,X314-GT001,40,29,Active,10455
77,995 SUMMIT AVENUE,Bronx,204,15,16,Sweetgum Community Garden,DPR,"MULTIPOLYGON (((-73.93032519921886 40.833154692047515, -73.93063948626012 40.833256782354894, -73.9306540542458 40.83323110630937, -73.93068023502367 40.833184959095796, -73.93036594707355 40.83308286889749, -73.93032519921886 40.833154692047515)))",12:00 p.m. - 5:00 p.m.,,12:00 p.m. - 5:00 p.m.,12:00 p.m. - 5:00 p.m.,,,12:00 p.m. - 5:00 p.m.,X303-GT001,44,29,Active,10452
78,2160 Prospect Avenue,Bronx,206,15,15,Garden of Happiness,DPR,"MULTIPOLYGON (((-73.88531525729111 40.84853484422573, -73.8848512519415 40.84830792878718, -73.88483505705288 40.848326907613725, -73.88479602363684 40.8483726514891, -73.88478401736828 40.848386720502596, -73.88475795979741 40.8484172580968, -73.88475063529805 40.848425841479745, -73.88474672588568 40.84843042378324, -73.88471948476406 40.84846234694482, -73.88471790079603 40.848464203978814, -73.88467862837756 40.84851022672743, -73.88467063129463 40.84851959826439, -73.8851254890263 40.84875723468121, -73.88513635527735 40.84876262414406, -73.88513719770178 40.848761670460675, -73.88524774652763 40.84863643910922, -73.88525683732144 40.84862614021246, -73.8853270623718 40.84854525214941, -73.88532929147199 40.84854268435914, -73.8853298867698 40.848541998775495, -73.88531525729111 40.84853484422573)))",11:00 a.m. - 4:00 p.m,11:00 a.m. - 4:00 p.m,11:00 a.m. - 4:00 p.m,11:00 a.m. - 4:00 p.m,,,,X293-GT001,48,32,Active,10460
77,1304 Grant Ave.,Bronx,204,15,16,Dred Scott Bird Sanctuary Garden,DPR,"MULTIPOLYGON (((-73.91320470416584 40.83643116893111, -73.91334489027246 40.83619059834729, -73.9134690959042 40.835983349192624, -73.91349743864035 40.835932196263585, -73.91348303117289 40.83592735520551, -73.91315173109005 40.835816046445245, -73.91287692194777 40.83630647889442, -73.91318998814705 40.83642557028906, -73.91320470416584 40.83643116893111)))",,,,,,,,X271-GT001,44,32,Not GreenThumb,10456
79,797 Eagle Avenue. (East 158th Street),Bronx,201,15,17,Grove Hill Community Garden,DPR,"MULTIPOLYGON (((-73.90923290068491 40.819993138399546, -73.90908548225796 40.81995748325627, -73.90888441267938 40.81990885170654, -73.90877454310348 40.82017656535985, -73.90878240295726 40.82017846262097, -73.90897564790417 40.82022511067855, -73.90912409313984 40.82026094416731, -73.90913928556158 40.8202264247928, -73.90917289622871 40.82015005493297, -73.90918309344252 40.82012688507985, -73.90920368617023 40.820071588285934, -73.9092127339227 40.8200472910034, -73.90923290068491 40.819993138399546)))",,,12:00 p.m. - 5:00 p.m.,12:00 p.m. - 5:00 p.m.,,,,X235-GT001,40,32,Active,10456
63,1657 Victory Boulevard,Staten Island,501,11,50,Moravian Community Garden,PRI,"MULTIPOLYGON (((-74.11890786392391 40.6134441251468, -74.11890849251625 40.613450723520955, -74.11891026629637 40.613469339075586, -74.11891296557351 40.61348410754374, -74.11891833264671 40.61349530718518, -74.11892704696518 40.613509559734574, -74.11893842699395 40.6135197346635, -74.11894913302255 40.61352634512264, -74.1189605012576 40.61352989852418, -74.11897787908832 40.61352988053828, -74.11902933648364 40.61352575330385, -74.11904940764914 40.613524564541216, -74.11911688419393 40.61352056926178, -74.11911823976247 40.61353126335545, -74.119122961791 40.61353060918568, -74.11915900019129 40.613525618962, -74.11915428339141 40.61347690201524, -74.11914978569709 40.61343044425039, -74.11914941008342 40.61342656248988, -74.11914864320818 40.61341863869205, -74.11911425160326 40.61342134618418, -74.11907758084914 40.61342423342984, -74.11899577375682 40.613430674031186, -74.11896159363161 40.61343336504928, -74.11890724978132 40.613437678045386, -74.11890786392391 40.6134441251468)))",,,,,,,,RGT001,120,24,Not GreenThumb,10314
29,171-03 120th Avenue,Queens,412,5,28,Phoenix Gate Community Garden,DPR,"MULTIPOLYGON (((-73.77361044340488 40.683552004807346, -73.77408745855917 40.68358719437696, -73.77399208903871 40.68342506263369, -73.77361044340488 40.683552004807346)))",,,10:00a - 6:00p,10:00a - 6:00p,,,,Q490-GT001,113,10,Active,11434
36,11-01 30th Avenue,Queens,401,14,22,Two Coves Community Garden,DPR,"MULTIPOLYGON (((-73.9318920653014 40.77238355666114, -73.93195021188293 40.772400452039946, -73.93215828177395 40.772460911156514, -73.93253968549134 40.77257282270698, -73.93257225330082 40.77258237809932, -73.93259591035083 40.77258931951218, -73.93260007106929 40.77258157581713, -73.93260394285483 40.772573745504644, -73.93260752333126 40.77256583577733, -73.93261081012503 40.77255785113633, -73.93261379967461 40.77254979968419, -73.93261649079007 40.772541686823196, -73.93261887991073 40.772533519755356, -73.93262096703029 40.772525304784146, -73.93262274858901 40.77251704821108, -73.93262422458055 40.77250875633972, -73.93262514088168 40.77250223182889, -73.93262539262884 40.77250043637259, -73.93262625272747 40.77249209461335, -73.93262680368487 40.772483738265244, -73.93262704549566 40.77247537273135, -73.93262697815177 40.772467006116145, -73.93262660046247 40.772458644722555, -73.93262591360681 40.77245029395416, -73.93262491876128 40.772441961916236, -73.93262361473505 40.77243365491163, -73.9326206655217 40.772426431150826, -73.93261741536959 40.77241928195576, -73.93261387137845 40.77241221453456, -73.93261003354299 40.77240523429018, -73.93260590777665 40.772398350231065, -73.932601498812 40.77239156776305, -73.93259680900998 40.772384894991994, -73.93259184428767 40.77237833732429, -73.93258661056036 40.77237190196746, -73.93258111019068 40.772365595226304, -73.93257535146293 40.77235942430973, -73.93256933911059 40.772353393722945, -73.93256307904889 40.77234751067335, -73.93255657837938 40.77234178056817, -73.93254984301824 40.7723362097143, -73.93254287888249 40.77233080351822, -73.9325356930746 40.77232556648652, -73.93252829506417 40.772320504928246, -73.93252068958466 40.772315623348646, -73.93251288610658 40.7723109271563, -73.93250489054782 40.772306420857035, -73.93238751500327 40.77223729514564, -73.9322244032853 40.772146573565195, -73.93212865409768 40.77209331817041, -73.93197629448268 40.77209679611744, -73.93157873884225 40.77211425201664, -73.93146988207165 40.77211903113173, -73.9311205290429 40.772133342536335, -73.9311155270568 40.772152662546276, -73.93133038357068 40.77221907594295, -73.93182709212127 40.77236467700742, -73.9318920653014 40.77238355666114)))",,,8 a.m. to 6 p.m.,8 a.m. to 6 p.m.,,,,Q477-GT001,114,59,Active,11102
32,13328 133rd Ave,Queens,412,5,28,Essential Garden,DPR,"MULTIPOLYGON (((-73.7958353275313 40.669231896076596, -73.79582097333837 40.66840128772866, -73.79573840442369 40.668388275452735, -73.79568963741654 40.668372463108014, -73.79557709929988 40.668336523428856, -73.79539895489542 40.66826615813993, -73.79514954775834 40.66816993249632, -73.79507670118213 40.66865871742769, -73.7954464284232 40.66870369261571, -73.79542820645047 40.669135391957056, -73.7958353275313 40.669231896076596)))",,,,,,,,Q440-GT001,113,10,Not GreenThumb,11436
31,322 Beach 84th Street,Queens,414,5,31,Bay 84th Street Community Garden,DPR,"MULTIPOLYGON (((-73.81003002317298 40.59108539669192, -73.81004988405704 40.59101401697863, -73.8096967183369 40.59095537757289, -73.80966851051147 40.591025371900905, -73.80961620775889 40.591155479583094, -73.80999311076802 40.59121805956184, -73.81003002317298 40.59108539669192)))",11:00 a.m. to 3:00 p.m.,11:00 a.m. to 3:00 p.m.,11:00 a.m. to 4:00 p.m.,,11:00 a.m. to 3:00 p.m.,11:00 a.m. to 3:00 p.m.,11:00 a.m. to 3:00 p.m.,Q518-GT001,100,10,Active,11693
31,378 Beach 45th Street,Queens,414,5,31,Far Rock Urban Agro-Education Center,DPR,"MULTIPOLYGON (((-73.77658014852142 40.5952316861502, -73.77661438369896 40.59550170056493, -73.77661475244798 40.59550306467749, -73.77661538956184 40.595504370777604, -73.77661627860691 40.595505587314804, -73.77661649988043 40.59550583358844, -73.77661870059728 40.595508710542994, -73.7766202690432 40.59551024628645, -73.77662200916622 40.5955116688973, -73.77662390918579 40.595512968446926, -73.77662595378041 40.595514134099275, -73.77662812525976 40.59551515681464, -73.7766304071119 40.595516028456224, -73.77663278282179 40.59551674178768, -73.77663523114609 40.595517290464045, -73.77664537036587 40.59551778474847, -73.7767763883566 40.595508063303186, -73.7769037998771 40.59549860936735, -73.77704652448195 40.59548908954536, -73.77715822176198 40.5954816400263, -73.77725599940288 40.595475117975894, -73.7773141155749 40.59547124128109, -73.77729999460028 40.595336663687114, -73.77729860057994 40.595326394093306, -73.77729603958957 40.5953057869057, -73.77729231318813 40.59527579218159, -73.77728842225322 40.59524447876897, -73.77728657575565 40.59522961021427, -73.77728080493084 40.595183170631415, -73.7772784383981 40.5951641235303, -73.77727318762545 40.59512186159245, -73.77727276885244 40.59511849101395, -73.77727203742279 40.595118540926265, -73.77692794681136 40.59514223091198, -73.77693346953943 40.59521087789377, -73.77658014852142 40.5952316861502)))",9:00a - 12:30p & 1:30p - 3:00p,9:00a - 12:30p & 1:30p - 3:00p,9:00a - 12:30p & 1:30p - 3:00p,,9:00a - 12:30p & 1:30p - 3:00p,9:00a - 12:30p & 1:30p - 3:00p,9:00a - 12:30p & 1:30p - 3:00p,Q484-GT002,101,10,Active,11691
39,52-02 102nd Street,Queens,404,14,21,Corona Peachtree Community Garden,DPR,"MULTIPOLYGON (((-73.85991063808005 40.74176716583188, -73.8602025481746 40.74159732088473, -73.86006097920391 40.741453426045844, -73.85976867449646 40.74163031753392, -73.85991063808005 40.74176716583188)))",,,10:00a - 3:00p,10:00a - 3:00p,,,,Q474A-GT001,110,13,Active,11368
35,54-01 101st Street,Queens,404,14,21,Sparrow's Nest Community Garden,DPR,"MULTIPOLYGON (((-73.85936560409864 40.74034656122437, -73.8592818151204 40.740266744074944, -73.85926437417115 40.74025013089643, -73.8592566692493 40.740242790441975, -73.85920114446107 40.74018989785089, -73.85916593300192 40.74015635588535, -73.85900838340746 40.74022698449819, -73.85896939265558 40.740244463352504, -73.85893227071823 40.740261105208916, -73.85884355484245 40.74030087642138, -73.85852250729731 40.74044479885023, -73.85853389032039 40.740455084031524, -73.85885453971001 40.74031134028427, -73.85895173410294 40.74040394157089, -73.85907637869147 40.74052269290938, -73.85915165566162 40.740476850966175, -73.85936560409864 40.74034656122437)))",7:00a - 9:30a,7:00a - 9:30a,7:00a - 9:30a & 1:00p - 5:30p,2:00p - 5:30p,7:00a - 9:30a,7:00a - 9:30a,7:00a - 9:30a,Q473-GT001,110,13,Active,11368
29,177-01 Baisley Boulevard,Queens,412,5,27,Senior Citizen Garden Club,DPR,"MULTIPOLYGON (((-73.77112451557377 40.687793041714365, -73.77036869650485 40.68822279064778, -73.77039623446436 40.68840630692368, -73.7704586469969 40.68846123236485, -73.77077667567005 40.688821641527824, -73.77108533331952 40.6891772665161, -73.7713722386393 40.68948757758326, -73.77157509846137 40.6896619115559, -73.77169992792511 40.68977176020756, -73.77188418812491 40.68989363947328, -73.77207554035995 40.68977250475369, -73.7721946881984 40.689713175123444, -73.77229813671268 40.689668110003666, -73.77244863351864 40.689594546438585, -73.77283746421192 40.689390409353464, -73.77265952801757 40.689249483771604, -73.77254717027046 40.68915395650315, -73.77203846671595 40.68871454792305, -73.77167332557515 40.68839931775038, -73.77150496479892 40.6882059911899, -73.77112451557377 40.687793041714365)))",,,,,,,,Q448-GT001,113,14,Not GreenThumb,11434
70,65 West 128th Street,Manhattan,110,13,9,Rev. Linnette C. Williamson Memorial Park,PRI,"MULTIPOLYGON (((-73.94287505901958 40.80959391709312, -73.943059927239 40.809340161764794, -73.94297987955751 40.80930643457135, -73.94279501112736 40.809560188872254, -73.94287505901958 40.80959391709312)))",,,,,,,,MGT099,32,30,Active,10027
68,171 East 110th Street,Manhattan,111,13,8,El Cataño Garden,NYRP,"MULTIPOLYGON (((-73.94311720230989 40.79467569694163, -73.94329564711128 40.79443076508586, -73.94322718493275 40.794401713668094, -73.94309249749257 40.79458658386231, -73.94304873995739 40.794646645418986, -73.94310253146288 40.79466947084678, -73.94311720230989 40.79467569694163)))",,,,,,,,MGT020,23,29,Active,10029
68,105 East 103rd Street,Manhattan,111,13,8,103rd Street Community Garden,NYRP,"MULTIPOLYGON (((-73.94836186771109 40.79084679625877, -73.9482723735084 40.79096920349929, -73.94835702708937 40.791004876070936, -73.94847784316529 40.79105578771371, -73.94851669784033 40.79107216086829, -73.94860655947252 40.79094918088555, -73.94836186771109 40.79084679625877)))",,,,,,,,MGT018,23,29,Active,10029
